earnings,enrollment,admission_rate,sat_avg,avg_cost,pell_pct,completion_rate,median_debt,CONTROL,REGION,log_earnings,log_enrollment
31204,81,NA,NA,NA,0.4491,NA,6333,3,2,10.348301570708204,4.406719247264253
22029,100,NA,NA,NA,0.2194,NA,5500,3,5,10.00011504611972,4.61512051684126
29081,312,NA,NA,NA,0.3091,0.8448,20000,3,5,10.277840318951666,5.746203190540153
29426,923,NA,NA,NA,0.3128,NA,6333,3,5,10.289633916257893,6.828712071641684
29449,620,NA,NA,NA,0.1896,NA,6333,3,5,10.290415232645834,6.431331081933479
23366,118,NA,NA,NA,0.5331,NA,7464,3,5,10.059037253277094,4.77912349311153
26893,39,NA,NA,NA,0.55,NA,4736,3,4,10.199621308677711,3.6888794541139363
41976,1144,NA,NA,NA,0.5936,NA,9500,3,3,10.644853305366548,7.0431599159883405
27346,235,1,NA,NA,0.4458,NA,9833,3,4,10.216325544869028,5.4638318050256105
14195,21,NA,NA,NA,0.0421,NA,NA,3,1,9.560645068907071,3.091042453358316
16853,197,NA,NA,NA,0.1944,NA,6333,3,3,9.73228396147602,5.288267030694535
16682,10,NA,NA,NA,0.8421,NA,7917,3,3,9.722085572801557,2.3978952727983707
21504,49,NA,NA,NA,0.6364,NA,6333,3,3,9.975994243322877,3.912023005428146
23185,65,NA,NA,NA,0.7157,NA,9500,3,4,10.051260796825561,4.189654742026425
25129,275,NA,NA,NA,0.6118,NA,7917,3,4,10.131777836669867,5.62040086571715
25685,90,NA,NA,NA,0.5229,NA,5500,3,5,10.153662442901368,4.51085950651685
31548,252,0.9367,NA,38136,0.7143,NA,9500,3,5,10.359265474517882,5.53338948872752
82560,90,0.8621,NA,36850,0.5385,0.1429,NA,2,2,11.32128058071539,4.51085950651685
62526,227,0.4425,NA,23250,0.3778,0.3103,NA,2,2,11.043337749220482,5.429345628954441
22432,602,0.9787,NA,19000,0.9689,0.3922,NA,2,2,10.018243789834317,6.401917196727186
107249,437,0.1852,NA,NA,0.4098,NA,9500,3,2,11.58290851273747,6.082218910376446
30468,453,NA,NA,NA,0.4866,NA,7917,3,3,10.324432231492679,6.118097198041348
43409,821,NA,NA,NA,0.3085,NA,9500,3,3,10.67842207186152,6.71174039505618
30894,311,NA,NA,NA,0.8198,NA,9500,3,2,10.338317269274196,5.7430031878094825
20182,290,NA,NA,NA,0.8755,NA,NA,3,9,9.912546397024474,5.673323267171493
21197,53,NA,NA,NA,0.6588,NA,5500,3,5,9.961614941212737,3.9889840465642745
29648,2073,NA,NA,23987,0.8219,0.5942,14000,3,6,10.29714994852514,7.637234388789473
23721,171,NA,NA,NA,0.4611,NA,7917,3,6,10.074116010739036,5.147494476813453
20414,164,NA,NA,NA,0.2278,NA,6949,3,7,9.923976218963444,5.10594547390058
31051,1144,NA,NA,NA,0.1344,NA,NA,1,7,10.343386292962181,7.0431599159883405
24668,34,NA,NA,NA,0.514,NA,7400,3,8,10.113262136111384,3.5553480614894135
28693,361,NA,NA,NA,0.4545,NA,7457,3,6,10.264408469559651,5.8916442118257715
32568,1037,NA,NA,26292,0.6096,0.1974,9500,2,3,10.391085490182816,6.945051063725834
31349,111,NA,NA,26339,0.7846,NA,9500,2,6,10.352937647625682,4.718498871295094
31349,315,NA,NA,37279,0.9357,0.3302,9500,2,5,10.352937647625682,5.755742213586912
21153,100,NA,NA,NA,0.2513,NA,7917,3,5,9.95953701838715,4.61512051684126
31370,65,NA,NA,NA,0.4359,NA,10000,3,4,10.353607301184724,4.189654742026425
30481,33,NA,NA,NA,0.6271,NA,8481,3,3,10.32485881766135,3.5263605246161616
29898,1714,NA,NA,NA,0.752,NA,7719,3,3,10.30554686750946,7.44716835960004
26293,69,1,NA,7750,0.9091,NA,NA,1,9,10.17705802304326,4.248495242049359
32886,393,NA,NA,35598,0.75,NA,9500,3,5,10.400802314274172,5.976350909297934
34577,266,NA,NA,29920,0.8295,0.625,15834,3,3,10.450944000123906,5.58724865840025
61480,645,NA,NA,34842,0.5776,0.5714,16500,3,3,11.026467197652533,6.470799503782602
40092,2671,NA,NA,NA,0.8229,0.3333,14000,3,5,10.598932092144757,7.890582534656536
40092,702,NA,NA,NA,0.6803,0,14000,3,2,10.598932092144757,6.555356891810665
37423,43,NA,NA,NA,0.7483,NA,9500,3,3,10.530040767646089,3.784189633918261
92405,14027,0.8264,NA,40826,0.3328,0.4167,16458,3,3,11.433936368719857,9.548810611260068
92405,257,0.875,NA,42634,0.5,0.2857,16458,3,3,11.433936368719857,5.552959584921617
92405,693,0.9091,NA,45594,0.4685,0.5,16458,3,6,11.433936368719857,6.542471960506805
32317,81,NA,NA,NA,0.3594,NA,8750,3,3,10.383348686544645,4.406719247264253
22378,260,NA,NA,NA,0.6699,NA,6070,3,8,10.015833612367667,5.564520407322694
22378,235,NA,NA,NA,0.5787,NA,6070,3,8,10.015833612367667,5.4638318050256105
55552,259,NA,NA,NA,0.3389,0.4286,12500,2,4,10.925074798020022,5.560681631015528
26287,359,NA,NA,NA,0.5381,NA,9500,3,5,10.176829799383084,5.886104031450156
24367,129,NA,NA,NA,0.5063,NA,9833,3,5,10.100985036866753,4.867534450455582
29384,292,NA,NA,NA,0.9579,NA,9025,3,8,10.288205587499503,5.680172609017068
35089,30,NA,NA,NA,0.7021,NA,4807,3,8,10.465642970023561,3.4339872044851463
25845,170,NA,NA,NA,0.4232,NA,6333,3,8,10.15987243763014,5.14166355650266
32926,167,NA,NA,NA,0.406,NA,6333,3,8,10.402017898207967,5.123963979403259
30896,1116,NA,NA,NA,0.6727,0.4286,18334,3,8,10.338382004668295,7.018401799069201
24366,220,NA,NA,NA,0.231,NA,5700,3,8,10.100943996914353,5.3981627015177525
62209,172,NA,NA,NA,0.6771,NA,12873,3,8,11.038254962793788,5.153291594497779
32001,8504,NA,NA,NA,0.5929,NA,7619,3,7,10.373522431293592,9.048409504829962
81809,757,NA,NA,NA,0.2743,NA,21110,3,7,11.31214254098847,6.630683385642372
47792,1315,NA,NA,28227,0.6278,0.7647,11125,3,5,10.77461354045589,7.182352111885263
24319,52,NA,NA,NA,0.1232,NA,7666,3,5,10.099013216813665,3.970291913552122
15626,855,NA,NA,NA,0.6422,NA,6232,3,5,9.65669147255669,6.752270376141742
21775,249,NA,NA,NA,0.5612,NA,6844,3,5,9.988517801720704,5.521460917862246
16984,76,NA,NA,NA,0.4359,NA,6600,3,7,9.740027003383092,4.343805421853684
26774,224,NA,NA,NA,0.4827,NA,8750,3,7,10.195186546345843,5.41610040220442
28955,53,NA,NA,NA,0.5465,NA,7917,3,3,10.27349817965989,3.9889840465642745
28554,216,NA,NA,NA,0.6134,NA,7307,3,3,10.259552310349166,5.37989735354046
27330,132,NA,NA,NA,0.5523,NA,7307,3,3,10.215740278922114,4.890349128221754
26236,125,NA,NA,NA,0.5745,NA,7307,3,3,10.174887792413626,4.836281906951478
25109,170,NA,NA,NA,0.6074,NA,7307,3,3,10.130981626587596,5.14166355650266
46719,82,NA,NA,NA,0.2222,NA,5500,3,2,10.751906213163448,4.418840607796598
22797,51,NA,NA,NA,0.2917,NA,4223,3,3,10.034384227337895,3.9512437185814275
36447,113,NA,NA,NA,0.5266,NA,6333,3,4,10.503614429522852,4.736198448394496
25931,297,NA,NA,NA,0.5464,NA,6243,3,4,10.163194443157385,5.697093486505405
28148,77,NA,NA,NA,0.3615,NA,3604,3,5,10.24523158308644,4.356708826689592
26873,198,NA,NA,NA,0.4527,NA,6333,3,5,10.198877344056111,5.293304824724492
18720,204,NA,NA,NA,0.422,NA,8500,3,2,9.837347750031583,5.3230099791384085
66087,4478,0.6763,1058,NA,0.576,NA,16010,3,2,11.09872733478783,8.4071550862073
40407,450,NA,NA,NA,0.2085,NA,9500,3,2,10.606758316266925,6.111467339502679
25293,271,NA,NA,NA,0.5711,NA,6333,3,8,10.138282956590785,5.605802066295998
35778,112,NA,NA,NA,0.5647,NA,NA,2,2,10.48508845835116,4.727387818712341
30231,290,NA,NA,NA,0.53,NA,6333,3,3,10.316623166948512,5.673323267171493
28363,246,NA,NA,NA,0.4722,NA,9833,3,3,10.252840757844124,5.5093883366279774
28323,28,NA,NA,NA,0.3976,NA,7917,3,6,10.251429474400627,3.367295829986474
33293,199,NA,NA,NA,0.5249,NA,14750,3,6,10.413102443661062,5.298317366548036
32162,250,NA,NA,NA,0.4606,NA,7916,3,6,10.37854091041397,5.5254529391317835
27153,127,NA,NA,NA,0.0844,NA,7667,3,7,10.20924281649528,4.852030263919617
32754,177,NA,NA,NA,0.8523,NA,9396,3,5,10.396780371009813,5.181783550292085
26652,760,NA,NA,35294,0.7104,NA,9122,3,5,10.190619473682428,6.634633357861686
26652,359,NA,NA,NA,0.8693,NA,9122,3,5,10.190619473682428,5.886104031450156
40042,3154,NA,NA,13975,0.253,NA,NA,1,8,10.597684182231644,8.056743774975313
32886,613,NA,NA,32927,0.8099,NA,9500,3,5,10.400802314274172,6.419994928147142
56899,337,0.4634,NA,NA,0.5648,0,10250,2,8,10.949033045267543,5.823045895483019
52669,56,NA,NA,NA,0.451,NA,19156,3,5,10.871782326157078,4.04305126783455
27201,570,NA,NA,NA,0.7993,NA,6160,3,6,10.211009016314167,6.3473892096560105
46895,200,NA,NA,NA,0.5692,NA,14750,3,8,10.755666338943039,5.303304908059076
30336,309,NA,NA,NA,0.5406,NA,6333,3,8,10.320090405054748,5.736572297479192
46264,168,1,NA,53447,0.3129,0.2,14500,2,8,10.742119399838055,5.1298987149230735
25811,356,NA,NA,NA,0.3098,NA,5975,3,5,10.158556036634712,5.877735781779639
26323,254,NA,NA,NA,0.3923,NA,6333,3,7,10.178198360706745,5.541263545158426
19347,398,NA,NA,NA,0.6286,NA,8417,3,8,9.870292647678488,5.988961416889864
31369,93,NA,NA,NA,0.3892,NA,7917,3,3,10.353575423086568,4.543294782270004
35650,162,NA,NA,NA,0.5318,NA,7307,3,3,10.481504425842441,5.093750200806762
25671,470,NA,NA,NA,0.6579,NA,7307,3,3,10.153117229086165,6.154858094016418
27891,140,NA,NA,NA,0.3773,NA,9833,3,2,10.236059335123967,4.948759890378168
19244,51,NA,NA,NA,0.2981,NA,6333,3,5,9.864954602819344,3.9512437185814275
23567,56,NA,NA,NA,0.5053,NA,9833,3,6,10.067602707388096,4.04305126783455
29384,120,NA,NA,14970,0.9022,NA,3500,3,6,10.288205587499503,4.795790545596741
22160,151,NA,NA,NA,0.341,NA,6035,3,5,10.00604414086122,5.0238805208462765
25306,216,NA,NA,NA,0.6517,NA,9833,3,5,10.138796800749208,5.37989735354046
38673,306,NA,NA,NA,0.3068,NA,9500,3,6,10.562896961111214,5.726847747587197
31064,181,NA,NA,NA,0.6679,NA,9833,3,3,10.343804871411503,5.204006687076795
37609,200,NA,NA,NA,0.5222,NA,9833,3,3,10.534998662437673,5.303304908059076
23925,95,NA,NA,NA,0.6269,NA,7667,3,4,10.082679216321155,4.564348191467836
31102,409,NA,NA,NA,0.8068,NA,10661,3,5,10.345027404781282,6.016157159698354
38015,498,NA,NA,NA,0.5141,NA,7600,3,6,10.545736097662537,6.212606095751519
28376,125,NA,NA,NA,0.4417,NA,8031,3,4,10.253298996453458,4.836281906951478
34509,383,NA,NA,33657,0.6005,NA,11501,3,7,10.44897543856412,5.950642552587727
47540,19,NA,NA,NA,0.7241,1,12830,2,5,10.769326740914185,2.995732273553991
47540,96,NA,NA,23011,0.5882,0.3333,12830,2,5,10.769326740914185,4.574710978503383
30072,156,NA,NA,NA,0.6594,NA,5500,3,3,10.311349785244014,5.056245805348308
30060,50,NA,NA,NA,0.5952,NA,7504,3,3,10.310950663306965,3.9318256327243257
27987,72,NA,NA,NA,0.391,NA,6337,3,4,10.23949539562907,4.290459441148391
31102,285,NA,NA,NA,0.6379,NA,10661,3,2,10.345027404781282,5.655991810819852
22412,29,NA,NA,NA,0.6792,NA,7176,3,8,10.017351808685175,3.4011973816621555
22412,220,NA,NA,NA,0.5684,NA,7176,3,8,10.017351808685175,5.3981627015177525
40092,234,NA,NA,NA,0.9098,0,14000,3,5,10.598932092144757,5.459585514144159
25699,249,NA,NA,NA,0.7091,NA,9833,3,5,10.154207359620441,5.521460917862246
38317,528,NA,NA,NA,0.7486,NA,9773,3,8,10.553648940919915,6.270988431858299
31102,423,NA,NA,NA,0.7571,NA,10661,3,6,10.345027404781282,6.049733455231958
31102,533,NA,NA,NA,0.827,NA,10661,3,6,10.345027404781282,6.280395838960195
69020,568,0.71,1183,28904,0.3605,0.574,16727,1,4,11.142151596651994,6.343880434126331
29534,326,NA,NA,24770,0.8206,NA,8500,3,5,10.293297421033719,5.7899601708972535
26804,75,NA,NA,NA,0.2478,NA,9833,3,3,10.196306409093062,4.330733340286331
24879,582,NA,NA,NA,0.7004,NA,6333,3,8,10.121779353119313,6.368187186350492
59398,157,NA,NA,NA,0.6615,0.9333,18040,2,8,10.992015834750218,5.062595033026967
36718,396,NA,NA,NA,0.6169,NA,9298,3,8,10.51102237702015,5.983936280687191
43731,551,NA,NA,NA,0.3833,NA,12094,3,8,10.685812511742123,6.313548046277095
92405,821,0.9091,NA,37182,0.5423,0.3333,16458,3,5,11.433936368719857,6.71174039505618
8579,43,NA,NA,NA,1,NA,13022,3,5,9.057072635572965,3.784189633918261
36089,71,NA,NA,NA,0.6786,NA,9500,3,8,10.493743388746434,4.276666119016055
65875,63,NA,NA,29680,0.2241,NA,NA,2,3,11.095514285843663,4.1588830833596715
25139,120,NA,NA,NA,0.4044,NA,3000,3,8,10.132175704105688,4.795790545596741
49108,598,NA,NA,NA,0.4797,0.9254,16000,3,8,10.801777233300731,6.395261598115449
61195,113,NA,NA,NA,0.6234,NA,14377,3,8,11.02182076581644,4.736198448394496
22452,320,NA,NA,NA,0.5331,NA,10556,3,8,10.01913497606209,5.771441123130016
38933,54,NA,NA,NA,0.2877,NA,35157,2,5,10.569597499027667,4.007333185232471
36180,189,NA,NA,NA,0.407,NA,NA,1,5,10.496261758949286,5.247024072160486
37652,319,NA,NA,NA,0.3794,NA,NA,1,5,10.53614135266711,5.768320995793772
23985,122,NA,NA,NA,0.6275,NA,6333,3,5,10.085183913936165,4.812184355372417
38062,314,NA,NA,24410,0.6877,1,5500,2,5,10.546971688076972,5.752572638825633
53341,376,NA,NA,30401,0.3468,NA,24250,3,5,10.884460545216813,5.932245187448011
27037,183,NA,NA,NA,0.4294,NA,7389,3,5,10.204961577256293,5.214935757608986
27856,83,NA,NA,NA,0.5502,NA,7667,3,5,10.23480366200797,4.430816798843313
25196,55,NA,NA,NA,0.5849,NA,9500,3,5,10.13444053074182,4.02535169073515
25629,34,NA,NA,NA,0.7778,NA,16500,3,5,10.151479801819729,3.5553480614894135
30962,117,NA,NA,NA,0.4085,NA,9833,3,5,10.34051592510041,4.770684624465665
40523,129,NA,NA,24042,0.7193,0.4545,13616,2,8,10.609624993134318,4.867534450455582
27947,19,NA,NA,NA,0.663,NA,4750,3,7,10.238065138296543,2.995732273553991
67290,123,NA,NA,NA,0.4366,NA,9500,3,3,11.116766916182364,4.820281565605037
36432,887,NA,NA,NA,0.4252,NA,7521,3,3,10.50320278830352,6.78897174299217
31963,265,NA,NA,NA,0.3965,NA,7389,3,3,10.372334262809115,5.583496308781699
25337,130,NA,NA,NA,0.5095,NA,7389,3,3,10.140021056969097,4.875197323201151
32858,161,NA,NA,NA,0.4495,NA,8986,3,4,10.399950525466283,5.087596335232384
18946,110,NA,NA,NA,0.8742,NA,NA,3,5,9.84934810643548,4.709530201312334
22440,266,NA,NA,NA,0.5201,NA,6333,3,3,10.018600359636633,5.58724865840025
14345,45,NA,NA,NA,0.1429,NA,7081,3,3,9.571156728415465,3.828641396489095
28336,15,NA,NA,NA,0.3704,NA,NA,3,4,10.251888360022615,2.772588722239781
21123,257,NA,NA,15536,0.6777,0,NA,2,4,9.958117773187244,5.552959584921617
28841,126,NA,NA,NA,0.3434,NA,9500,3,7,10.269553264861555,4.844187086458591
26415,249,NA,NA,NA,0.5852,NA,6756,3,2,10.181687309598416,5.521460917862246
33273,119,NA,NA,NA,0.5929,NA,7667,3,6,10.41250153627285,4.787491742782046
32709,89,NA,NA,NA,0.6409,NA,6333,3,8,10.395405548374491,4.499809670330265
41461,151,NA,NA,NA,0.9095,NA,NA,2,2,10.632508505332279,5.0238805208462765
40540,452,1,NA,NA,0.2767,NA,12239,3,2,10.610044420005991,6.115892125483034
47865,589,NA,NA,NA,0.239,NA,3972,3,2,10.776139827380453,6.380122536899765
26460,142,NA,NA,NA,0.369,NA,6333,3,2,10.183389437668946,4.962844630259907
32002,96,NA,NA,NA,0.314,NA,5500,3,2,10.37355367982882,4.574710978503383
77338,223,NA,NA,NA,0.0029,NA,NA,1,3,11.255940704987248,5.4116460518550396
22606,113,NA,NA,NA,0.2551,NA,7917,3,3,10.025970636750676,4.736198448394496
37558,59,NA,NA,NA,0.3,NA,11500,1,2,10.53364168376815,4.0943445622221
33859,197,NA,NA,NA,0.1647,NA,8028,3,2,10.429960121878297,5.288267030694535
46553,37,NA,NA,NA,0.2667,NA,NA,1,5,10.74834672745997,3.6375861597263857
18056,75,NA,NA,NA,0.5625,NA,6333,3,5,9.801233318497372,4.330733340286331
30572,65,NA,NA,NA,0.6054,NA,7796,3,6,10.327839836362775,4.189654742026425
26392,38,NA,NA,NA,0.8587,NA,NA,3,6,10.180816212908418,3.6635616461296463
30280,316,NA,NA,NA,0.4649,NA,7917,3,6,10.318242707551384,5.75890177387728
29145,132,NA,NA,NA,0.3388,NA,7917,3,6,10.28003865047965,4.890349128221754
21547,188,NA,NA,NA,0.2019,NA,5500,3,7,9.977991874704234,5.241747015059643
31213,7,NA,NA,NA,0.4146,NA,9500,3,5,10.34858995368279,2.0794415416798357
32491,154,NA,NA,NA,0.1784,NA,7773,3,8,10.38871840689063,5.043425116919247
30744,67,NA,NA,NA,0.4188,NA,7917,3,3,10.33345013224468,4.219507705176107
102672,3192,NA,NA,34887,0.411,0.6,24145,3,8,11.539294719990297,8.068716192714781
102672,2671,NA,NA,53706,0.4934,0.3889,24145,3,8,11.539294719990297,7.890582534656536
27652,160,NA,NA,NA,0.6154,NA,9500,3,3,10.227453337065155,5.081404364984463
31102,336,NA,NA,NA,0.7,NA,10661,3,5,10.345027404781282,5.820082930352362
24290,84,NA,NA,NA,0.5714,NA,5657,3,8,10.097820021996219,4.442651256490317
31102,190,NA,NA,NA,0.947,NA,10661,3,5,10.345027404781282,5.25227342804663
34726,322,NA,NA,35300,0.794,NA,12949,3,3,10.455243964904083,5.777652323222656
22377,156,NA,NA,NA,0.6322,NA,6633,3,5,10.015788924623273,5.056245805348308
23921,111,NA,NA,NA,0.4976,NA,7851,3,5,10.082512013210788,4.718498871295094
24397,73,NA,NA,NA,0.6526,NA,6756,3,5,10.10221545290255,4.30406509320417
25073,188,NA,NA,NA,0.7089,NA,8028,3,2,10.129546848931234,5.241747015059643
24407,166,NA,NA,NA,0.6502,NA,7050,3,3,10.102625255383492,5.117993812416755
24397,242,NA,NA,NA,0.6935,NA,6756,3,5,10.10221545290255,5.493061443340548
40092,695,NA,NA,NA,0.8969,NA,14000,3,5,10.598932092144757,6.54534966033442
40092,4299,NA,NA,25158,0.8178,0.2143,14000,3,5,10.598932092144757,8.366370301681654
40092,882,NA,NA,NA,0.8675,0,14000,3,5,10.598932092144757,6.78332520060396
40092,1868,NA,NA,25158,0.8197,0.1667,14000,3,5,10.598932092144757,7.533158807455563
40092,2293,NA,NA,NA,0.7927,0.25,14000,3,6,10.598932092144757,7.738052297689316
24022,90,NA,NA,NA,0.7708,NA,6222,3,5,10.086725356114435,4.51085950651685
24397,80,NA,NA,NA,0.7045,NA,6756,3,5,10.10221545290255,4.394449154672439
25073,96,NA,NA,NA,0.7542,NA,8028,3,5,10.129546848931234,4.574710978503383
23925,75,NA,NA,NA,0.6134,NA,7667,3,5,10.082679216321155,4.330733340286331
29340,137,NA,NA,NA,0.5356,NA,11200,3,6,10.286707051696972,4.927253685157205
28691,218,NA,NA,NA,0.6314,NA,6211,3,8,10.264338763718273,5.389071729816501
29671,223,NA,NA,NA,0.6918,NA,9500,3,8,10.297925416795092,5.4116460518550396
79550,4972,NA,NA,NA,0.4493,0.7313,9769,3,8,11.284141033765932,8.511778558714738
66844,3421,NA,NA,NA,0.365,0.6388,16832,3,8,11.110116825323272,8.137980454452139
29418,184,NA,NA,NA,0.454,NA,10513,3,8,10.289362010879287,5.220355825078324
34421,232,NA,NA,36577,0.3906,0.4211,13000,3,5,10.446422122219738,5.4510384535657
34421,240,NA,NA,36577,0.5278,0.0833,13000,3,5,10.446422122219738,5.484796933490655
38020,280,NA,NA,NA,0.3165,NA,6500,3,7,10.54586761604242,5.638354669333745
27683,204,NA,NA,NA,0.5775,NA,6333,3,7,10.228573785361645,5.3230099791384085
28934,121,NA,NA,NA,0.8529,NA,6333,3,7,10.272772653189536,4.804021044733257
32242,148,NA,NA,NA,0.5122,NA,9833,3,2,10.381025229435943,5.003946305945459
30259,306,NA,NA,NA,0.216,NA,NA,1,5,10.31754893986965,5.726847747587197
26408,112,NA,NA,NA,0.2083,NA,7667,3,5,10.181422273533029,4.727387818712341
41928,139,NA,NA,NA,0.3766,NA,6861,3,3,10.643709140482002,4.941642422609304
26881,162,NA,NA,NA,0.1935,NA,9500,3,3,10.199174996326047,5.093750200806762
32156,205,NA,NA,NA,0.3524,NA,7863,3,4,10.37835433744785,5.327876168789581
33559,61,NA,NA,NA,0.7391,NA,9500,3,6,10.421060362759361,4.127134385045092
16263,52,NA,NA,NA,0.9307,NA,NA,3,6,9.696647867928448,3.970291913552122
21571,71,NA,NA,NA,0.2963,NA,7282,3,6,9.979105098994717,4.276666119016055
20236,20,NA,NA,NA,0.5625,NA,5651,3,7,9.915218475411827,3.044522437723423
31648,138,NA,NA,NA,0.4253,NA,8000,3,8,10.362430234422439,4.9344739331306915
25122,140,NA,NA,NA,0.4578,NA,6750,3,3,10.131499235247198,4.948759890378168
40803,454,NA,NA,29016,0.5122,0.2857,14437,2,8,10.616510887100864,6.12029741895095
104805,23,NA,NA,NA,NA,NA,12500,2,8,11.55985675965466,3.1780538303479458
104805,22,NA,NA,NA,0.1579,NA,12500,2,8,11.55985675965466,3.1354942159291497
36909,522,0.92,NA,28414,0.6225,0.7222,11756,2,3,10.516210702728278,6.259581464064923
36909,380,0.9306,NA,27844,0.6728,0.4167,11756,2,3,10.516210702728278,5.942799375126701
54338,6599,0.928,955,21655,0.5084,0.4017,12500,1,6,10.902979077003044,8.794824928014517
33193,422,NA,NA,NA,0.79,NA,6333,3,6,10.410094289300497,6.0473721790462776
27035,631,NA,NA,NA,0.7288,NA,7389,3,6,10.204887601816106,6.448889394146858
27035,543,NA,NA,NA,0.7228,NA,7389,3,6,10.204887601816106,6.298949246855942
40092,9376,NA,NA,25158,0.5443,0.1429,14000,3,2,10.598932092144757,9.146015161419625
25542,172,NA,NA,NA,0.7679,NA,5825,3,5,10.148079435056207,5.153291594497779
36368,582,NA,NA,27793,0.7721,NA,9500,3,5,10.501444546092324,6.368187186350492
29898,53,NA,NA,NA,0.7857,NA,7719,3,3,10.30554686750946,3.9889840465642745
30481,172,NA,NA,NA,0.7034,NA,8481,3,3,10.32485881766135,5.153291594497779
30072,99,NA,NA,NA,0.7516,NA,5500,3,3,10.311349785244014,4.605170185988092
30060,92,NA,NA,NA,0.6242,NA,7504,3,3,10.310950663306965,4.532599493153256
38673,1068,NA,NA,NA,0.5568,NA,9500,3,6,10.562896961111214,6.974478911025045
38284,66,NA,NA,NA,0.6212,NA,9500,3,3,10.552787333315797,4.204692619390966
31102,762,NA,NA,NA,0.7137,NA,10661,3,6,10.345027404781282,6.637258031284457
42456,194,0.9045,NA,NA,0.7508,NA,9500,3,6,10.65622352450773,5.272999558563747
34098,95,0.9005,NA,NA,0.6026,NA,9500,3,5,10.436994010525176,4.564348191467836
35242,195,0.9518,NA,NA,0.6888,NA,9500,3,6,10.469993832128676,5.278114659230517
43418,2202,0.9097,NA,26864,0.3623,0,16334,2,1,10.678629380648701,7.697575346802343
52133,9346,NA,NA,15934,0.2176,NA,6625,1,8,10.861553424542905,9.142810715182584
51206,8779,NA,NA,14075,0.1584,NA,5500,1,8,10.84361199166168,9.080231686629162
29392,183,NA,NA,36916,0.8492,NA,9500,3,3,10.288477807454907,5.214935757608986
22378,448,NA,NA,NA,0.67,NA,6070,3,6,10.015833612367667,6.1070228877422545
51222,1610,NA,NA,NA,0.5626,NA,11574,3,6,10.843924406238362,7.384610383176974
18694,424,NA,NA,15900,0.9783,NA,NA,3,9,9.83595789574253,6.052089168924417
20948,185,NA,NA,NA,0.5908,NA,6333,3,5,9.949798455399378,5.225746673713202
38880,194,NA,NA,36252,0.4424,NA,10500,3,8,10.568235258574376,5.272999558563747
24368,7,NA,NA,NA,0.625,NA,NA,3,7,10.101026075134943,2.0794415416798357
31102,195,NA,NA,NA,0.5602,NA,10661,3,5,10.345027404781282,5.278114659230517
31102,506,NA,NA,NA,0.8131,NA,10661,3,5,10.345027404781282,6.2285110035911835
31102,3,NA,NA,NA,0.5219,NA,10661,3,5,10.345027404781282,1.3862943611198906
33003,238,NA,NA,NA,0.4334,NA,6211,3,8,10.404353745407546,5.476463551931511
92405,557,0.9,NA,45594,0.4444,1,16458,3,5,11.433936368719857,6.324358962381311
35839,403,NA,NA,NA,0.2142,NA,6333,3,6,10.486791964913891,6.0014148779611505
23524,88,NA,NA,NA,0.3404,NA,6895,3,4,10.065776455579847,4.48863636973214
16826,544,NA,NA,NA,0.6272,NA,6223,3,5,9.73068058811076,6.300785794663244
26885,312,NA,NA,NA,0.6151,NA,7369,3,6,10.199323789243778,5.746203190540153
34900,132,NA,NA,NA,0.3462,NA,8243,3,4,10.460242108190519,4.890349128221754
38830,961,NA,NA,33249,0.6853,NA,12000,3,2,10.566948422725712,6.8690144506657065
42269,385,NA,NA,19927,0.5026,0.3303,13994,3,6,10.651809235840728,5.955837369464831
24581,159,NA,NA,24267,0.5328,0,17500,2,5,10.109729065774982,5.075173815233827
34457,1498,NA,NA,NA,0.1131,NA,NA,1,6,10.447467448834278,7.312553498102598
29633,849,NA,NA,62210,0.1793,0.677,10750,3,8,10.296643884176694,6.745236349484363
21099,113,NA,NA,NA,0.0976,NA,NA,3,8,9.956980924976127,4.736198448394496
25817,259,NA,NA,NA,0.3521,NA,8028,3,2,10.158788468649394,5.560681631015528
29972,365,NA,NA,NA,0.6921,0.75,15418,3,8,10.3080188914842,5.902633333401366
22340,139,NA,NA,14424,0.4054,NA,NA,1,3,10.014134072623191,4.941642422609304
62978,805,NA,NA,NA,0.2617,NA,6840,3,5,11.050540738037729,6.692083742506628
27126,51,NA,NA,NA,0.6933,NA,5500,3,6,10.20824795652266,3.9512437185814275
44892,101,NA,NA,NA,0.1835,NA,6333,3,5,10.712014884136147,4.624972813284271
33132,214,NA,NA,NA,0.4836,NA,9833,3,4,10.408254861718154,5.3706380281276624
45893,605,NA,NA,NA,0.5152,NA,7600,3,8,10.734067878971876,6.406879986069314
36048,144,NA,NA,NA,0.3856,NA,9500,3,7,10.492606662672026,4.976733742420574
28107,35,NA,NA,NA,0.3733,NA,NA,3,8,10.243773934619298,3.58351893845611
47161,154,NA,NA,NA,0.6766,NA,NA,3,4,10.761322558837014,5.043425116919247
25148,141,NA,NA,NA,0.4505,NA,7136,3,3,10.132533649502951,4.955827057601261
17966,115,NA,NA,NA,0.6635,NA,6333,3,8,9.796236361789152,4.7535901911063645
24470,97,NA,NA,NA,0.4,NA,5846,3,7,10.105203156436717,4.584967478670572
14602,56,NA,NA,NA,0.1613,NA,6009,3,5,9.58891378461603,4.04305126783455
27850,38,NA,NA,NA,0.7917,NA,4750,3,6,10.23458824535543,3.6635616461296463
